GameDay,Season,Game Date,Home,Away,Home Score,Away Score,Notes
19,2011,27.02.2011,TSV Bayer 04 Leverkusen,Thüringer HC,25,30,
20,2011,02.03.2011,DJK MJC Trier,HC Leipzig,18,32,
20,2011,05.03.2011,Buxtehuder SV,HSG Blomberg-Lippe,31,26,
20,2011,05.03.2011,Thüringer HC,SG BBM Bietigheim,39,16,
20,2011,05.03.2011,VfL Sindelfingen,TSV Bayer 04 Leverkusen,34,39,
20,2011,06.03.2011,Frisch Auf Göppingen,Frankfurter HC,28,37,
20,2011,06.03.2011,VfL Oldenburg,SGH Rosengarten-Buchholz,41,28,
21,2011,19.03.2011,SGH Rosengarten-Buchholz,DJK MJC Trier,24,25,
21,2011,19.03.2011,TSV Bayer 04 Leverkusen,Frisch Auf Göppingen,32,27,
21,2011,20.03.2011,SG BBM Bietigheim,VfL Sindelfingen,33,35,
21,2011,23.03.2011,Frankfurter HC,VfL Oldenburg,36,30,
21,2011,23.03.2011,Thüringer HC,HSG Blomberg-Lippe,35,33,
21,2011,24.03.2011,HC Leipzig,Buxtehuder SV,30,22,
22,2011,26.03.2011,DJK MJC Trier,Frankfurter HC,23,21,
22,2011,26.03.2011,HSG Blomberg-Lippe,HC Leipzig,26,30,
22,2011,26.03.2011,Frisch Auf Göppingen,SG BBM Bietigheim,37,32,
22,2011,26.03.2011,VfL Oldenburg,TSV Bayer 04 Leverkusen,30,27,
22,2011,26.03.2011,Buxtehuder SV,SGH Rosengarten-Buchholz,40,21,
22,2011,26.03.2011,VfL Sindelfingen,Thüringer HC,31,27,
1,2012,03.09.2011,Buxtehuder SV,DJK MJC Trier,34,24,
1,2012,03.09.2011,Thüringer HC,Frisch Auf Göppingen,34,26,
1,2012,04.09.2011,TSV Bayer 04 Leverkusen,Frankfurter HC,30,34,
1,2012,04.09.2011,HSG Blomberg-Lippe,SVG Celle,31,18,
1,2012,04.09.2011,VfL Oldenburg,HC Leipzig,26,26,
2,2012,10.09.2011,Frankfurter HC,VfL Oldenburg,24,32,
2,2012,10.09.2011,HSG Bad Wildungen,Buxtehuder SV,24,30,
2,2012,10.09.2011,DJK MJC Trier,Thüringer HC,21,30,
2,2012,10.09.2011,SVG Celle,TSV Bayer 04 Leverkusen,28,30,
2,2012,11.09.2011,Frisch Auf Göppingen,HSG Blomberg-Lippe,30,30,
3,2012,14.09.2011,Buxtehuder SV,Thüringer HC,22,21,
3,2012,17.09.2011,HSG Bad Wildungen,HC Leipzig,25,31,
3,2012,18.09.2011,HSG Blomberg-Lippe,DJK MJC Trier,35,27,
3,2012,18.09.2011,TSV Bayer 04 Leverkusen,Frisch Auf Göppingen,24,21,
3,2012,18.09.2011,VfL Oldenburg,SVG Celle,34,30,
4,2012,28.09.2011,HC Leipzig,Buxtehuder SV,32,21,
4,2012,28.09.2011,Thüringer HC,HSG Blomberg-Lippe,34,22,
4,2012,02.10.2011,TSV Bayer 04 Leverkusen,DJK MJC Trier,32,24,
4,2012,02.10.2011,Frankfurter HC,HSG Bad Wildungen,29,28,
4,2012,02.10.2011,Frisch Auf Göppingen,VfL Oldenburg,31,32,
5,2012,12.10.2011,TSV Bayer 04 Leverkusen,Thüringer HC,23,27,
5,2012,12.10.2011,Buxtehuder SV,HSG Blomberg-Lippe,25,23,
5,2012,15.10.2011,VfL Oldenburg,DJK MJC Trier,30,25,
5,2012,15.10.2011,HSG Bad Wildungen,SVG Celle,29,27,
5,2012,16.10.2011,HC Leipzig,Frankfurter HC,27,24,
6,2012,07.09.2011,Thüringer HC,VfL Oldenburg,32,30,V 06.Sptg.
6,2012,29.10.2011,HSG Blomberg-Lippe,TSV Bayer 04 Leverkusen,28,30,
6,2012,29.10.2011,SVG Celle,HC Leipzig,20,31,
6,2012,30.10.2011,Frisch Auf Göppingen,HSG Bad Wildungen,29,23,
6,2012,11.01.2012,Frankfurter HC,Buxtehuder SV,23,22,N 06.Sptg.
7,2012,02.11.2011,Frankfurter HC,SVG Celle,31,27,
7,2012,02.11.2011,Buxtehuder SV,TSV Bayer 04 Leverkusen,21,21,
7,2012,02.11.2011,HC Leipzig,Frisch Auf Göppingen,23,21,
7,2012,05.11.2011,HSG Bad Wildungen,DJK MJC Trier,28,21,
7,2012,06.11.2011,VfL Oldenburg,HSG Blomberg-Lippe,34,26,
8,2012,16.11.2011,TSV Bayer 04 Leverkusen,VfL Oldenburg,31,26,
8,2012,16.11.2011,DJK MJC Trier,HC Leipzig,22,28,
8,2012,16.11.2011,Thüringer HC,HSG Bad Wildungen,31,19,
8,2012,16.11.2011,SVG Celle,Buxtehuder SV,22,30,
8,2012,16.11.2011,Frisch Auf Göppingen,Frankfurter HC,27,30,
9,2012,08.10.2011,HSG Bad Wildungen,HSG Blomberg-Lippe,22,22,V 09.Sptg.
9,2012,26.10.2011,Buxtehuder SV,VfL Oldenburg,33,30,V 09.Sptg.
9,2012,26.10.2011,Frankfurter HC,DJK MJC Trier,29,21,V 09.Sptg.
9,2012,26.10.2011,HC Leipzig,Thüringer HC,19,28,V 09.Sptg.
9,2012,19.11.2011,SVG Celle,Frisch Auf Göppingen,19,23,N 09.Sptg.
10,2012,30.12.2011,Buxtehuder SV,Frisch Auf Göppingen,30,28,
10,2012,30.12.2011,TSV Bayer 04 Leverkusen,HSG Bad Wildungen,30,31,
10,2012,30.12.2011,HSG Blomberg-Lippe,HC Leipzig,25,26,
10,2012,30.12.2011,DJK MJC Trier,SVG Celle,28,24,
10,2012,30.12.2011,Thüringer HC,Frankfurter HC,30,26,
11,2012,04.01.2012,Frankfurter HC,HSG Blomberg-Lippe,32,33,
11,2012,04.01.2012,HSG Bad Wildungen,VfL Oldenburg,26,33,
11,2012,04.01.2012,HC Leipzig,TSV Bayer 04 Leverkusen,29,29,
11,2012,04.01.2012,SVG Celle,Thüringer HC,22,30,
11,2012,05.01.2012,Frisch Auf Göppingen,DJK MJC Trier,27,19,
12,2012,14.01.2012,Frankfurter HC,TSV Bayer 04 Leverkusen,22,22,
12,2012,14.01.2012,SVG Celle,HSG Blomberg-Lippe,23,32,
12,2012,14.01.2012,Frisch Auf Göppingen,Thüringer HC,26,25,
12,2012,18.01.2012,HC Leipzig,VfL Oldenburg,28,25,
12,2012,12.02.2012,DJK MJC Trier,Buxtehuder SV,20,30,N 12.Sptg.
13,2012,21.01.2012,TSV Bayer 04 Leverkusen,SVG Celle,27,23,
13,2012,21.01.2012,HSG Blomberg-Lippe,Frisch Auf Göppingen,26,24,
13,2012,21.01.2012,Thüringer HC,DJK MJC Trier,39,17,
13,2012,22.01.2012,Buxtehuder SV,HSG Bad Wildungen,30,26,
13,2012,22.01.2012,VfL Oldenburg,Frankfurter HC,31,30,
14,2012,28.01.2012,Thüringer HC,Buxtehuder SV,32,24,
14,2012,28.01.2012,SVG Celle,VfL Oldenburg,24,26,
14,2012,29.01.2012,HC Leipzig,HSG Bad Wildungen,26,28,
14,2012,29.01.2012,Frisch Auf Göppingen,TSV Bayer 04 Leverkusen,25,25,
14,2012,29.01.2012,DJK MJC Trier,HSG Blomberg-Lippe,25,34,
15,2012,25.01.2012,HSG Bad Wildungen,Frankfurter HC,32,30,
15,2012,25.01.2012,DJK MJC Trier,TSV Bayer 04 Leverkusen,26,32,
15,2012,12.02.2012,HSG Blomberg-Lippe,Thüringer HC,27,31,
15,2012,12.02.2012,VfL Oldenburg,Frisch Auf Göppingen,30,23,
15,2012,15.02.2012,Buxtehuder SV,HC Leipzig,23,18,
16,2012,18.02.2012,Frankfurter HC,HC Leipzig,30,20,
16,2012,18.02.2012,Thüringer HC,TSV Bayer 04 Leverkusen,37,29,
16,2012,18.02.2012,SVG Celle,HSG Bad Wildungen,25,25,
16,2012,19.02.2012,DJK MJC Trier,VfL Oldenburg,30,32,
16,2012,19.02.2012,HSG Blomberg-Lippe,Buxtehuder SV,30,31,
17,2012,25.02.2012,HC Leipzig,SVG Celle,29,14,
17,2012,25.02.2012,Buxtehuder SV,Frankfurter HC,26,23,
17,2012,25.02.2012,HSG Bad Wildungen,Frisch Auf Göppingen,16,25,
17,2012,26.02.2012,TSV Bayer 04 Leverkusen,HSG Blomberg-Lippe,35,29,
17,2012,26.02.2012,VfL Oldenburg,Thüringer HC,27,26,
18,2012,29.02.2012,Frisch Auf Göppingen,HC Leipzig,20,24,V 18.Sptg.
18,2012,10.03.2012,HSG Blomberg-Lippe,VfL Oldenburg,23,30,
18,2012,10.03.2012,SVG Celle,Frankfurter HC,22,29,
18,2012,10.03.2012,DJK MJC Trier,HSG Bad Wildungen,26,28,
18,2012,14.03.2012,TSV Bayer 04 Leverkusen,Buxtehuder SV,31,36,
19,2012,17.03.2012,HC Leipzig,DJK MJC Trier,32,19,
19,2012,17.03.2012,Frankfurter HC,Frisch Auf Göppingen,36,20,
19,2012,17.03.2012,HSG Bad Wildungen,Thüringer HC,21,22,
19,2012,18.03.2012,Buxtehuder SV,SVG Celle,33,26,
19,2012,18.03.2012,VfL Oldenburg,TSV Bayer 04 Leverkusen,32,25,
20,2012,28.03.2012,Thüringer HC,HC Leipzig,23,32,
20,2012,31.03.2012,HSG Blomberg-Lippe,HSG Bad Wildungen,30,23,
20,2012,01.04.2012,DJK MJC Trier,Frankfurter HC,26,25,
20,2012,01.04.2012,Frisch Auf Göppingen,SVG Celle,28,25,
20,2012,01.04.2012,VfL Oldenburg,Buxtehuder SV,25,32,
21,2012,07.04.2012,SVG Celle,DJK MJC Trier,25,25,
21,2012,09.04.2012,HSG Bad Wildungen,TSV Bayer 04 Leverkusen,19,31,
21,2012,09.04.2012,Frisch Auf Göppingen,Buxtehuder SV,27,27,
21,2012,11.04.2012,Frankfurter HC,Thüringer HC,25,27,
21,2012,11.04.2012,HC Leipzig,HSG Blomberg-Lippe,28,24,
22,2012,14.04.2012,Thüringer HC,SVG Celle,37,24,
22,2012,14.04.2012,HSG Blomberg-Lippe,Frankfurter HC,24,29,
22,2012,14.04.2012,VfL Oldenburg,HSG Bad Wildungen,28,19,
22,2012,14.04.2012,DJK MJC Trier,Frisch Auf Göppingen,28,33,
22,2012,15.04.2012,TSV Bayer 04 Leverkusen,HC Leipzig,23,27,
1,2013,08.09.2012,HC Leipzig,TSV Bayer 04 Leverkusen,29,27,
1,2013,08.09.2012,Buxtehuder SV,Frankfurter HC,37,26,
1,2013,08.09.2012,Thüringer HC,Frisch Auf Göppingen,28,22,
1,2013,08.09.2012,HSG Bad Wildungen,HSG Blomberg-Lippe,27,34,
1,2013,08.09.2012,TuS Metzingen,DJK MJC Trier,28,29,
1,2013,08.09.2012,VfL Oldenburg,TuS Weibern 1920,36,24,
2,2013,12.09.2012,DJK MJC Trier,HC Leipzig,24,40,
2,2013,15.09.2012,Frankfurter HC,VfL Oldenburg,29,32,
2,2013,15.09.2012,HSG Blomberg-Lippe,TuS Metzingen,26,26,
2,2013,15.09.2012,TuS Weibern 1920,HSG Bad Wildungen,33,29,
2,2013,16.09.2012,Frisch Auf Göppingen,Buxtehuder SV,27,30,
2,2013,16.09.2012,TSV Bayer 04 Leverkusen,Thüringer HC,25,30,
3,2013,18.09.2012,HC Leipzig,HSG Blomberg-Lippe,29,29,
3,2013,19.09.2012,Buxtehuder SV,TSV Bayer 04 Leverkusen,38,28,
3,2013,22.09.2012,Thüringer HC,DJK MJC Trier,46,25,
3,2013,22.09.2012,HSG Bad Wildungen,TuS Metzingen,22,32,
3,2013,22.09.2012,TuS Weibern 1920,Frankfurter HC,21,35,
3,2013,23.09.2012,VfL Oldenburg,Frisch Auf Göppingen,32,25,
4,2013,26.09.2012,Frankfurter HC,HSG Bad Wildungen,25,21,
4,2013,26.09.2012,HSG Blomberg-Lippe,Thüringer HC,27,37,
4,2013,26.09.2012,TSV Bayer 04 Leverkusen,VfL Oldenburg,31,35,
4,2013,26.09.2012,DJK MJC Trier,Buxtehuder SV,30,43,
4,2013,26.09.2012,TuS Metzingen,HC Leipzig,18,31,
4,2013,11.11.2012,Frisch Auf Göppingen,TuS Weibern 1920,30,20,N 04.Sptg.
5,2013,29.09.2012,Buxtehuder SV,HSG Blomberg-Lippe,36,28,
5,2013,29.09.2012,Thüringer HC,TuS Metzingen,32,19,
5,2013,29.09.2012,TuS Weibern 1920,TSV Bayer 04 Leverkusen,25,31,
5,2013,30.09.2012,Frankfurter HC,Frisch Auf Göppingen,33,26,
5,2013,30.09.2012,HSG Bad Wildungen,HC Leipzig,23,29,
5,2013,30.09.2012,VfL Oldenburg,DJK MJC Trier,44,23,
6,2013,10.10.2012,HC Leipzig,Thüringer HC,23,22,
6,2013,10.10.2012,TSV Bayer 04 Leverkusen,Frankfurter HC,29,26,
6,2013,10.10.2012,DJK MJC Trier,TuS Weibern 1920,28,29,
6,2013,10.10.2012,Frisch Auf Göppingen,HSG Bad Wildungen,31,23,
6,2013,10.10.2012,TuS Metzingen,Buxtehuder SV,26,35,
6,2013,17.11.2012,HSG Blomberg-Lippe,VfL Oldenburg,30,22,N 06.Sptg.
7,2013,13.10.2012,Buxtehuder SV,HC Leipzig,26,25,
7,2013,13.10.2012,Frankfurter HC,DJK MJC Trier,33,26,
7,2013,13.10.2012,TuS Weibern 1920,HSG Blomberg-Lippe,35,30,
7,2013,14.10.2012,Frisch Auf Göppingen,TSV Bayer 04 Leverkusen,24,18,
7,2013,14.10.2012,VfL Oldenburg,TuS Metzingen,37,27,
7,2013,17.10.2012,HSG Bad Wildungen,Thüringer HC,25,36,
8,2013,20.10.2012,HC Leipzig,VfL Oldenburg,30,25,
8,2013,20.10.2012,HSG Blomberg-Lippe,Frankfurter HC,27,19,
8,2013,20.10.2012,TuS Metzingen,TuS Weibern 1920,32,24,
8,2013,20.10.2012,DJK MJC Trier,Frisch Auf Göppingen,28,32,
8,2013,21.10.2012,TSV Bayer 04 Leverkusen,HSG Bad Wildungen,29,22,
8,2013,24.10.2012,Thüringer HC,Buxtehuder SV,26,21,
9,2013,03.11.2012,Frankfurter HC,TuS Metzingen,37,24,
9,2013,03.11.2012,TSV Bayer 04 Leverkusen,DJK MJC Trier,39,27,
9,2013,04.11.2012,TuS Weibern 1920,HC Leipzig,18,31,
9,2013,04.11.2012,Frisch Auf Göppingen,HSG Blomberg-Lippe,32,27,
9,2013,07.11.2012,VfL Oldenburg,Thüringer HC,25,29,
9,2013,07.11.2012,HSG Bad Wildungen,Buxtehuder SV,24,32,
10,2013,17.11.2012,TuS Metzingen,Frisch Auf Göppingen,22,28,V 10.Sptg.
10,2013,22.12.2012,HSG Bad Wildungen,DJK MJC Trier,28,22,V 10.Sptg.
10,2013,28.12.2012,Buxtehuder SV,VfL Oldenburg,29,29,
10,2013,28.12.2012,Thüringer HC,TuS Weibern 1920,31,20,
10,2013,28.12.2012,HSG Blomberg-Lippe,TSV Bayer 04 Leverkusen,16,25,
10,2013,16.01.2013,HC Leipzig,Frankfurter HC,31,20,N 10.Sptg.
11,2013,30.12.2012,Frankfurter HC,Thüringer HC,27,26,
11,2013,30.12.2012,HSG Bad Wildungen,VfL Oldenburg,27,29,
11,2013,30.12.2012,TSV Bayer 04 Leverkusen,TuS Metzingen,25,22,
11,2013,30.12.2012,Frisch Auf Göppingen,HC Leipzig,18,19,
11,2013,30.12.2012,TuS Weibern 1920,Buxtehuder SV,22,26,
11,2013,30.12.2012,DJK MJC Trier,HSG Blomberg-Lippe,28,21,
12,2013,05.01.2013,TuS Weibern 1920,VfL Oldenburg,25,28,
12,2013,05.01.2013,Frankfurter HC,Buxtehuder SV,18,29,
12,2013,05.01.2013,DJK MJC Trier,TuS Metzingen,32,32,
12,2013,06.01.2013,Frisch Auf Göppingen,Thüringer HC,23,23,
12,2013,06.01.2013,TSV Bayer 04 Leverkusen,HC Leipzig,35,26,
12,2013,06.01.2013,HSG Blomberg-Lippe,HSG Bad Wildungen,32,18,
13,2013,09.01.2013,HSG Bad Wildungen,TuS Weibern 1920,24,25,
13,2013,09.01.2013,Buxtehuder SV,Frisch Auf Göppingen,22,21,
13,2013,09.01.2013,VfL Oldenburg,Frankfurter HC,35,30,
13,2013,09.01.2013,Thüringer HC,TSV Bayer 04 Leverkusen,27,30,
13,2013,09.01.2013,HC Leipzig,DJK MJC Trier,29,29,
13,2013,09.03.2013,TuS Metzingen,HSG Blomberg-Lippe,28,28,N 13.Sptg.
14,2013,12.01.2013,Frankfurter HC,TuS Weibern 1920,26,21,
14,2013,12.01.2013,TuS Metzingen,HSG Bad Wildungen,34,22,
14,2013,13.01.2013,Frisch Auf Göppingen,VfL Oldenburg,27,25,
14,2013,13.01.2013,HSG Blomberg-Lippe,HC Leipzig,16,36,
14,2013,13.01.2013,TSV Bayer 04 Leverkusen,Buxtehuder SV,28,33,
14,2013,13.01.2013,DJK MJC Trier,Thüringer HC,20,37,
15,2013,19.01.2013,HC Leipzig,TuS Metzingen,34,25,
15,2013,19.01.2013,Buxtehuder SV,DJK MJC Trier,28,21,
15,2013,19.01.2013,Thüringer HC,HSG Blomberg-Lippe,38,27,
15,2013,19.01.2013,HSG Bad Wildungen,Frankfurter HC,36,38,
15,2013,20.01.2013,TuS Weibern 1920,Frisch Auf Göppingen,23,26,
15,2013,20.01.2013,VfL Oldenburg,TSV Bayer 04 Leverkusen,36,29,
16,2013,30.01.2013,TSV Bayer 04 Leverkusen,TuS Weibern 1920,29,22,
16,2013,30.01.2013,HC Leipzig,HSG Bad Wildungen,30,21,
16,2013,02.02.2013,DJK MJC Trier,VfL Oldenburg,31,43,
16,2013,03.02.2013,Frisch Auf Göppingen,Frankfurter HC,31,29,
16,2013,03.02.2013,HSG Blomberg-Lippe,Buxtehuder SV,24,28,
16,2013,09.02.2013,TuS Metzingen,Thüringer HC,21,32,N 16.Sptg.
17,2013,10.02.2013,VfL Oldenburg,HSG Blomberg-Lippe,30,27,V 17.Sptg.
17,2013,16.02.2013,Thüringer HC,HC Leipzig,31,23,
17,2013,16.02.2013,Frankfurter HC,TSV Bayer 04 Leverkusen,32,27,
17,2013,16.02.2013,Buxtehuder SV,TuS Metzingen,32,27,
17,2013,16.02.2013,HSG Bad Wildungen,Frisch Auf Göppingen,26,26,
17,2013,16.02.2013,TuS Weibern 1920,DJK MJC Trier,30,28,
18,2013,23.01.2013,HC Leipzig,Buxtehuder SV,26,21,V 18.Sptg.
18,2013,23.02.2013,Thüringer HC,HSG Bad Wildungen,37,18,
18,2013,23.02.2013,TuS Metzingen,VfL Oldenburg,28,31,
18,2013,24.02.2013,TSV Bayer 04 Leverkusen,Frisch Auf Göppingen,25,15,
18,2013,24.02.2013,HSG Blomberg-Lippe,TuS Weibern 1920,33,28,
18,2013,24.02.2013,DJK MJC Trier,Frankfurter HC,30,30,
19,2013,01.03.2013,TuS Weibern 1920,TuS Metzingen,29,28,
19,2013,02.03.2013,Buxtehuder SV,Thüringer HC,16,24,
19,2013,02.03.2013,Frankfurter HC,HSG Blomberg-Lippe,35,27,
19,2013,02.03.2013,HSG Bad Wildungen,TSV Bayer 04 Leverkusen,25,32,
19,2013,02.03.2013,Frisch Auf Göppingen,DJK MJC Trier,23,16,
19,2013,03.03.2013,VfL Oldenburg,HC Leipzig,23,28,
20,2013,13.03.2013,HC Leipzig,TuS Weibern 1920,32,18,
20,2013,13.03.2013,DJK MJC Trier,TSV Bayer 04 Leverkusen,26,34,
20,2013,16.03.2013,Buxtehuder SV,HSG Bad Wildungen,29,26,
20,2013,16.03.2013,Thüringer HC,VfL Oldenburg,39,25,
20,2013,16.03.2013,TuS Metzingen,Frankfurter HC,22,19,
20,2013,17.03.2013,HSG Blomberg-Lippe,Frisch Auf Göppingen,26,28,
21,2013,27.03.2013,Frankfurter HC,HC Leipzig,25,30,
21,2013,27.03.2013,VfL Oldenburg,Buxtehuder SV,31,26,
21,2013,27.03.2013,TuS Weibern 1920,Thüringer HC,18,33,
21,2013,27.03.2013,TSV Bayer 04 Leverkusen,HSG Blomberg-Lippe,26,15,
21,2013,27.03.2013,DJK MJC Trier,HSG Bad Wildungen,30,36,
21,2013,27.03.2013,Frisch Auf Göppingen,TuS Metzingen,26,16,
22,2013,30.03.2013,Thüringer HC,Frankfurter HC,30,24,
22,2013,30.03.2013,VfL Oldenburg,HSG Bad Wildungen,28,22,
22,2013,30.03.2013,TuS Metzingen,TSV Bayer 04 Leverkusen,21,26,
22,2013,30.03.2013,HC Leipzig,Frisch Auf Göppingen,30,20,
22,2013,30.03.2013,Buxtehuder SV,TuS Weibern 1920,34,16,
22,2013,30.03.2013,HSG Blomberg-Lippe,DJK MJC Trier,27,19,
1,2014,31.08.2013,Buxtehuder SV,Frisch Auf Göppingen,32,23,
1,2014,31.08.2013,Thüringer HC,SG BBM Bietigheim,35,22,
1,2014,31.08.2013,TuS Metzingen,HSG Blomberg-Lippe,28,19,
1,2014,31.08.2013,TuS Weibern 1920,DJK MJC Trier,30,20,
1,2014,01.09.2013,HSG Bensheim/Auerbach,HC Leipzig,19,28,
1,2014,01.09.2013,TSV Bayer 04 Leverkusen,VfL Oldenburg,25,33,
2,2014,04.09.2013,HSG Blomberg-Lippe,TuS Weibern 1920,33,26,
2,2014,04.09.2013,DJK MJC Trier,HSG Bensheim/Auerbach,27,29,
2,2014,04.09.2013,Frisch Auf Göppingen,Thüringer HC,21,29,
2,2014,05.09.2013,HC Leipzig,TSV Bayer 04 Leverkusen,28,22,
2,2014,18.09.2013,VfL Oldenburg,Buxtehuder SV,31,27,N 02.Sptg.
2,2014,16.10.2013,SG BBM Bietigheim,TuS Metzingen,25,22,N 02.Sptg.
3,2014,07.09.2013,Thüringer HC,VfL Oldenburg,40,23,
3,2014,07.09.2013,TuS Weibern 1920,SG BBM Bietigheim,25,22,
3,2014,08.09.2013,HSG Bensheim/Auerbach,HSG Blomberg-Lippe,25,29,
3,2014,08.09.2013,TSV Bayer 04 Leverkusen,Buxtehuder SV,24,29,
3,2014,08.09.2013,TuS Metzingen,Frisch Auf Göppingen,21,20,
3,2014,15.09.2013,HC Leipzig,DJK MJC Trier,35,12,N 03.Sptg.
4,2014,11.09.2013,VfL Oldenburg,TuS Metzingen,28,21,
4,2014,11.09.2013,HSG Blomberg-Lippe,HC Leipzig,22,29,
4,2014,11.09.2013,DJK MJC Trier,TSV Bayer 04 Leverkusen,27,28,
4,2014,11.09.2013,Buxtehuder SV,Thüringer HC,27,27,
4,2014,11.09.2013,SG BBM Bietigheim,HSG Bensheim/Auerbach,23,21,
4,2014,11.09.2013,Frisch Auf Göppingen,TuS Weibern 1920,37,20,
5,2014,14.09.2013,HSG Bensheim/Auerbach,Frisch Auf Göppingen,19,35,
5,2014,14.09.2013,TuS Metzingen,Buxtehuder SV,30,29,
5,2014,15.09.2013,TuS Weibern 1920,VfL Oldenburg,39,31,
5,2014,15.09.2013,TSV Bayer 04 Leverkusen,Thüringer HC,22,34,
5,2014,18.09.2013,SG BBM Bietigheim,HC Leipzig,23,32,
5,2014,02.10.2013,DJK MJC Trier,HSG Blomberg-Lippe,28,30,N 05.Sptg.
6,2014,21.09.2013,HSG Blomberg-Lippe,TSV Bayer 04 Leverkusen,26,27,
6,2014,21.09.2013,Thüringer HC,TuS Metzingen,27,22,
6,2014,22.09.2013,Buxtehuder SV,TuS Weibern 1920,28,19,
6,2014,22.09.2013,Frisch Auf Göppingen,HC Leipzig,31,33,
6,2014,22.09.2013,VfL Oldenburg,HSG Bensheim/Auerbach,34,25,
6,2014,25.09.2013,DJK MJC Trier,SG BBM Bietigheim,24,27,
7,2014,09.10.2013,HC Leipzig,VfL Oldenburg,28,24,
7,2014,09.10.2013,TuS Weibern 1920,Thüringer HC,21,30,
7,2014,12.10.2013,HSG Bensheim/Auerbach,Buxtehuder SV,20,24,
7,2014,12.10.2013,DJK MJC Trier,Frisch Auf Göppingen,24,23,
7,2014,13.10.2013,HSG Blomberg-Lippe,SG BBM Bietigheim,26,22,
7,2014,13.10.2013,TSV Bayer 04 Leverkusen,TuS Metzingen,27,23,
8,2014,15.10.2013,VfL Oldenburg,DJK MJC Trier,39,26,
8,2014,16.10.2013,Thüringer HC,HSG Bensheim/Auerbach,31,20,
8,2014,16.10.2013,Buxtehuder SV,HC Leipzig,25,26,
8,2014,19.10.2013,TuS Metzingen,TuS Weibern 1920,29,22,
8,2014,19.10.2013,Frisch Auf Göppingen,HSG Blomberg-Lippe,30,24,
8,2014,19.10.2013,SG BBM Bietigheim,TSV Bayer 04 Leverkusen,31,28,
9,2014,30.10.2013,HSG Bensheim/Auerbach,TuS Metzingen,22,23,
9,2014,30.10.2013,TuS Weibern 1920,TSV Bayer 04 Leverkusen,30,38,
9,2014,30.10.2013,HC Leipzig,Thüringer HC,24,28,
9,2014,30.10.2013,HSG Blomberg-Lippe,VfL Oldenburg,25,26,
9,2014,30.10.2013,DJK MJC Trier,Buxtehuder SV,28,33,
9,2014,30.10.2013,SG BBM Bietigheim,Frisch Auf Göppingen,27,21,
10,2014,06.11.2013,Thüringer HC,DJK MJC Trier,36,17,
10,2014,06.11.2013,HC Leipzig,TuS Metzingen,36,25,
10,2014,06.11.2013,Buxtehuder SV,HSG Blomberg-Lippe,41,25,
10,2014,06.11.2013,TSV Bayer 04 Leverkusen,Frisch Auf Göppingen,24,23,
10,2014,10.11.2013,TuS Weibern 1920,HSG Bensheim/Auerbach,29,25,
10,2014,10.11.2013,VfL Oldenburg,SG BBM Bietigheim,35,26,
11,2014,16.11.2013,TuS Metzingen,DJK MJC Trier,32,25,
11,2014,16.11.2013,HSG Bensheim/Auerbach,TSV Bayer 04 Leverkusen,25,31,
11,2014,20.11.2013,HC Leipzig,TuS Weibern 1920,33,27,
11,2014,20.11.2013,HSG Blomberg-Lippe,Thüringer HC,23,35,
11,2014,20.11.2013,Frisch Auf Göppingen,VfL Oldenburg,33,23,
11,2014,20.11.2013,SG BBM Bietigheim,Buxtehuder SV,25,26,
12,2014,28.12.2013,HSG Blomberg-Lippe,TuS Metzingen,31,32,
12,2014,28.12.2013,VfL Oldenburg,TSV Bayer 04 Leverkusen,31,31,
12,2014,28.12.2013,SG BBM Bietigheim,Thüringer HC,17,35,
12,2014,28.12.2013,DJK MJC Trier,TuS Weibern 1920,29,27,
12,2014,28.12.2013,Frisch Auf Göppingen,Buxtehuder SV,23,20,
12,2014,15.01.2014,HC Leipzig,HSG Bensheim/Auerbach,31,17,N 12.Sptg.
13,2014,30.12.2013,TuS Weibern 1920,HSG Blomberg-Lippe,25,26,
13,2014,30.12.2013,Thüringer HC,Frisch Auf Göppingen,27,23,
13,2014,30.12.2013,TuS Metzingen,SG BBM Bietigheim,36,28,
13,2014,30.12.2013,Buxtehuder SV,VfL Oldenburg,38,33,
13,2014,30.12.2013,HSG Bensheim/Auerbach,DJK MJC Trier,23,27,
13,2014,30.12.2013,TSV Bayer 04 Leverkusen,HC Leipzig,23,23,
14,2014,04.01.2014,Buxtehuder SV,TSV Bayer 04 Leverkusen,25,35,
14,2014,04.01.2014,HSG Blomberg-Lippe,HSG Bensheim/Auerbach,31,20,
14,2014,04.01.2014,DJK MJC Trier,HC Leipzig,22,28,
14,2014,04.01.2014,SG BBM Bietigheim,TuS Weibern 1920,32,22,
14,2014,05.01.2014,Frisch Auf Göppingen,TuS Metzingen,24,26,
14,2014,05.01.2014,VfL Oldenburg,Thüringer HC,30,32,
15,2014,08.01.2014,HSG Bensheim/Auerbach,SG BBM Bietigheim,30,26,
15,2014,08.01.2014,HC Leipzig,HSG Blomberg-Lippe,27,15,
15,2014,08.01.2014,TSV Bayer 04 Leverkusen,DJK MJC Trier,35,28,
15,2014,08.01.2014,Thüringer HC,Buxtehuder SV,41,29,
15,2014,08.01.2014,TuS Weibern 1920,Frisch Auf Göppingen,28,21,
15,2014,08.01.2014,TuS Metzingen,VfL Oldenburg,29,28,
16,2014,11.01.2014,HC Leipzig,SG BBM Bietigheim,32,30,
